kod,teur,X_Lamas,Y_Lamas
61225,,182588.7,675263.31
61226,,208208.4433,675263.3335
61228,,182787.59,675265.88
61229,,187049.41,675266.38
61230,,185041.5337,675266.471
61231,,193223.0814,675266.5343
61232,,207953.91,675266.62
61233,,209536.91,675267
61234,,184592.6293,675270.0316
61235,,201500,675270.31
61236,,184415.09,675270.62
61237,,182487.3,675270.69
61238,,185269.59,675271.5
61239,,209251.8,675272.69
61240,,186661,675272.81
61241,,192503.91,675273.12
61242,,181581.5,675273.81
61243,,185103.3,675274.12
61244,,185439.155,675274.2349
61245,,192251.3,675274.31
61247,,182701.09,675278.19
61248,,209236.7,675279.12
61250,,184522.8071,675281.1984
61252,,192507.5692,675286.6916
61253,,209446.8,675287.12
61254,,192629.8342,675288.0005
61255,,191209.4445,675289.21
61256,,182213.3,675291.12
61257,,207759.5,675291.38
61258,,184444.7,675293.31
61259,,182368.7,675293.38
61260,,186370.5788,675294.6964
61261,,184423.8,675295.88
61262,,209353.5,675296.81
61263,,207695.8,675297.81
61265,,187163.41,675298.5
61266,,181499.5,675301
61267,,186735.59,675302.5
61268,,182219.8,675304.12
61269,,185077.6229,675305.1003
61271,,209284.9101,675310.3801
61272,,192117.7584,675310.404
61274,,183011.9496,675311.5957
61275,,210536.7062,675313.1289
61276,,210168,675313.5
61277,,189292.8,675314.19
61278,,191123.2431,675314.2925
61279,,189758.3714,675315.1414
61280,,192515.41,675316.38
61281,,185826.0949,675318.9107
61282,,182276.3,675319
61283,,210384.7,675320.19
61284,,185744.603,675321.3448
61285,,187105.1471,675321.9282
61286,,185664.3,675322.38
61287,,192859.3,675323.81
61288,,185957,675324.12
61290,,185589.7956,675325.3004
61291,,185554.7914,675326.735
61292,,182234.5,675329.69
61293,,184192.303,675330.258
61294,,201169.7,675331.12
61295,,182786.3,675332.5
61296,,182100.5,675333
61297,,208379.3,675334.69
61298,,182515.5,675337.81
61299,,201687.2,675337.81
61303,,193785.2,675343.19
61304,,192764.698,675343.3997
61306,,184050.3961,675347.2036
61307,,209311.2,675348.1901
61309,,193018.3676,675349.5297
61310,,210674.09,675352.12
61311,,209473.6815,675354.7503
61312,,183031.0913,675356.9103
61313,,190965.5,675358.62
61315,,209370.3,675360.31
61316,,210345.2,675360.69
61317,,186073.41,675360.81
61318,,192762.2854,675360.9829
61319,,185554.3985,675360.9867
61320,,181976.09,675361.5
61321,,186730,675361.62
61322,,191698.1756,675361.7681
61323,,184936.0177,675361.8271
61324,,185475.833,675361.9611
61325,,182525,675362.12
61326,,185438.41,675362.88
61328,,185295.585,675365.5362
61329,,184455.09,675365.81
61330,,201864.09,675366.81
61331,,182404.09,675368.38
61332,,186655,675370.38
61333,,186942.41,675371.5
61335,,210219.91,675375.88
61336,,193258.3549,675376.1118
61337,,181875.7,675376.69
61339,,190852.4843,675388.0056
61340,,182807.7,675380.12
61341,,191858.6288,675380.3426
61342,,201045.3,675381.81
61343,,190356.7845,675385.2126
61344,,192280.91,675385.81
61345,,192435.59,675387.12
61347,,186188.09,675388.12
61348,,182674.1941,675389.2288
61350,,184188.8,675391.19
61351,,181409.7531,675394.6345
61352,,191146.3423,675395.8122
61353,,209327.2,675396.31
61354,,184326,675397.12
61355,,181781.8,675398.31
61356,,182599.41,675399.12
61357,,201994,675399.5
61358,,185579.8,675405.88
61359,,190139.2469,675407.0027
61360,,185729.5,675407.88
61361,,185656.3,675408.12
61362,,192382.7,675408.38
61363,,185800.8,675409.19
61364,,182531.91,675409.38
61365,,184967.2385,675410.7222
61366,,209249.9935,675410.7686
61368,,190761.8,675414
61369,,182281.41,675414.19
61370,,192145.8484,675417.1894
61371,,181678.09,675420.19
61372,,209417.7,675420.5
61373,,186806.91,675424
61374,,194604.91,675426.19
61376,,192845.6573,675429.5627
61377,,185131.5,675429.81
61378,,209605.8,675432.19
61379,,190986.41,675433.69
61380,,193080.2062,675434.31
61381,,209516.7,675434.81
61382,,190641.6027,675439.7802
61383,,186715.91,675440.81
61385,,192549.5,675441.19
61386,,181576,675443.19
61387,,182960.8,675443.81
61389,,184536.09,675447.38
61390,,201680.7,675449.31
61392,,209342.7,675452.81
61393,,182863.59,675453
61395,,184473.7,675456.19
61397,,209498.5,675457.5
61399,,191567.1412,675458.6739
61401,,192788.083,675460.3587
61402,,191556.3907,675463.0001
61403,,190873.651,675463.1474
61404,,185314.8101,675463.5736
61405,,182780,675466.12
61406,,192015.91,675468.81
61407,,184411.91,675470.12
61408,,183170.3503,675472.3321
61409,,191167.6413,675473.0706
61410,,191884,675475.38
61411,,202000.7,675475.69
61412,,186699.09,675476
61413,,192161.5001,675476.6901
61414,,192725.3475,675478.718
61415,,210358.7,675479.88
61416,,184336.2,675480.62
61417,,201240.1753,675482.7186
61418,,185583.8751,675486.2591
61419,,190783.9242,675486.3653
61420,,190361.09,675487.19
61422,,185659.59,675487.62
61423,,185709,675487.62
61424,,185735.91,675487.62
61425,,185438.2,675487.81
61426,,185502.581,675488.0664
61427,,183086.8,675488.81
61428,,185817.7,675488.81
61429,,185977.3,675489.69
61430,,201397.2,675490.12
61432,,201924.59,675490.81
61433,,186044.6889,675490.9596
61434,,192679.094,675491.0259
61435,,189740.9812,675491.0552
61436,,182317.8,675492.12
61437,,186144.8,675493.5
61438,,190882.0159,675496.5289
61439,,182607,675496.62
61440,,185015.8,675497.5
61441,,186410.4151,675498.0439
61442,,182984.59,675504.62
61443,,191893.5,675505.19
61444,,182032.3,675506
61445,,184173.7896,675506.835
61446,,182542.2,675507.81
61447,,201875.41,675508.19
61448,,201321.3109,675508.4633
61449,,182246.41,675508.69
61451,,202000.7,675511.31
61452,,191373.41,675511.81
61453,,192028.419,675514.1356
61454,,191741.8,675517.5
61455,,190665.7,675519.81
61456,,209496.7,675520.19
61458,,192566.056,675521.7097
61459,,184406.59,675522.38
61460,,182457.7,675522.62
61461,,190793.5,675522.69
61462,,191007.7471,675522.7307
61463,,182181.3,675522.88
61464,,209618.7166,675524.8239
61465,,201823.5,675527.19
61466,,209273.3,675528.19
61467,,181919.91,675529.19
61468,,186558.5,675530.12
61469,,192739.4818,675531.6896
61470,,185193.9228,675531.9181
61471,,192476.5743,675534.5219
61472,,191286.1431,675534.6673
61473,,182121.2,675535.12
61474,,183099.8,675535.62
61475,,201768.5,675541.19
61476,,192035.59,675541.62
61477,,190673.2,675543
61478,,186352.2,675543.31
61479,,201995,675546.38
61480,,184921.4717,675551.666
61481,,209547.91,675546.69
61482,,200835.91,675549.19
61483,,192421.5859,675549.6277
61485,,188563,675551.81
61486,,192183.829,675552.089
61487,,190896.9343,675552.5768
61488,,181793.5,675553.12
61489,,193163,675553.12
61490,,182050.8,675553.38
61492,,184487,675554
61493,,191210.3521,675557.1577
61494,,202039.5,675560
61495,,186202.2195,675561.584
61497,,182342.7,675565
61498,,190805.9153,675565.1504
61499,,188508.5,675565.19
61500,,192833.8026,675570.9738
61501,,191925.7589,675572.6485
61503,,185587.91,675575
61504,,181550,675578.5
61505,,183198.3209,675578.7054
61506,,191490.0768,675579.5311
61507,,185435.5,675579.88
61508,,182060.59,675582.12
61509,,200778.5,675584.38
61510,,192329.3738,675587.5193
61511,,209580.7,675588.88
61512,,193449.9581,675589.2863
61513,,186581.91,675590.19
61514,,192577.59,675597.38
61515,,188418.2567,675591.3039
61516,,191082.5135,675591.3449
61517,,185224.0452,675591.5144
61519,,182489.7,675594
61521,,190688.59,675599.31
61522,,181941.5,675605.19
61523,,192723.91,675606.5
61524,,192053.7,675610.19
61525,,192198.8073,675610.7956
61526,,186364.5,675611.19
61527,,192763.5589,675611.2632
61528,,185436,675611.69
61529,,185322.8592,675613.4582
61530,,191769.09,675615.81
61531,,190987.9977,675616.8343
61532,,181795.7,675617.19
61533,,209313.3,675617.19
61534,,181727.7,675618.19
61536,,192731.7652,675622.1319
61537,,190292.4051,675622.6319
61538,,182996.7,675623.12
61539,,201166.59,675623.69
61541,,182076.2,675626.12
61543,,184769.8987,675627.4561
61545,,201036.59,675628.69
61546,,186428.7,675630.31
61547,,209553.91,675631.19
61548,,183212.2284,675631.9207
61549,,188263.91,675633.12
61550,,190922.3985,675633.4765
61551,,185759.91,675634.5
61552,,192858.2501,675640.6652
61553,,192590.5783,675639.5731
61554,,182645.2,675639.62
61556,,185694.91,675641.81
61558,,185820.8,675645.38
61560,,192345.8,675646.88
61561,,190204.2,675647
61562,,200677,675647.62
61563,,191645.5925,675648.0738
61564,,191238.6927,675648.7092
61568,,181952.41,675651.88
61569,,185654.09,675651.88
61570,,185400.9292,675654.1588
61571,,186543.2,675654.38
61572,,185435.5,675654.5
61573,,185631.41,675656
61574,,185505.91,675656.12
61575,,185548.5,675656.12
61576,,185581.3,675656.12
61578,,192065.9355,675657.1415
61579,,182090.2,675658.69
61580,,185893.59,675658.69
61581,,189016.2,675659.38
61582,,184569.8202,675659.7839
61583,,185963.2,675660.19
61584,,186029.3,675661
61585,,182384.41,675661.62
61586,,186133.91,675662.5
61587,,190922.5497,675663.9879
61589,,182529.8,675665.12
61590,,188121.5,675668.62
61591,,189906.59,675670.19
61592,,192734.903,675670.4475
61593,,182391.91,675672.62
61594,,188953.8,675672.81
61595,,182953.8,675672.88
61596,,192721.3431,675674.2178
61597,,192354,675677.81
61598,,185236.3993,675677.87
61599,,193222,675678.12
61600,,191930.7563,675682.4462
61601,,190711.09,675685.12
61602,,181988.91,675685.88
61603,,184355.7013,675687.0079
61604,,183224.7488,675687.7033
61605,,192665.5159,675688.7699
61606,,181965.41,675690.12
61607,,182257.41,675690.12
61608,,188026.0698,675693.2583
61609,,200763.09,675694.62
61610,,182877.91,675700.19
61612,,182932.7,675700.88
61613,,185142.3,675701.62
61615,,182661.91,675704
61616,,190311.5,675704.69
61617,,192610,675705.62
61618,,201117.5,675708.12
61619,,187964.5,675708.5
61620,,190934.9779,675708.5075
61621,,188287.41,675708.88
61622,,181668.8,675711.5
61623,,191401.2817,675711.7609
61624,,189856.8563,675713.7804
61626,,182422.2,675715.12
61628,,190606.2,675715.19
61629,,183142.4354,675717.0744
61630,,192364.3,675717.19
61633,,182114.41,675721.38
61634,,188744.91,675721.88
61636,,188230.5,675724.38
61637,,190722.3,675724.81
61639,,181884.8,675725.81
61640,,191798.188,675726.8266
61641,,190224.09,675727.69
61642,,187886.8,675730
61644,,193863.09,675730.81
61645,,188680.0664,675731.8737
61646,,200881.41,675734
61647,,191018.3908,675734.0865
61648,,201292.41,675735.69
61649,,190519.5,675739.19
61651,,192804.2,675747.12
61652,,187832.2137,675744.9079
61653,,185123.41,675745.31
61654,,193505,675746.12
61655,,191727.1933,675746.6442
61656,,188142.8,675747.12
61660,,190152.5907,675748.9276
61661,,201230.3,675749.31
61662,,201059,675749.5
61663,,191265.2075,675750.0159
61664,,182293.3,675750.19
61665,,192237.41,675752.12
61666,,188623.2855,675752.5694
61667,,189301.1259,675755.0564
61668,,182584.5,675756.62
61669,,191689.7099,675757.0579
61671,,201103,675766
61673,,183290.9694,675769.6224
61674,,190955.8475,675773.938
61675,,188565.7056,675777.804
61676,,181794.3,675781
61677,,183244.9414,675781.1701
61680,,190629,675785.38
61681,,182470.91,675785.62
61682,,182690.91,675786.12
61684,,189183.5403,675786.6428
61685,,192102.0286,675787.8954
61686,,191136.6236,675788.4274
61691,,191545.2437,675796.2544
61692,,185407.5559,675798.0835
61693,,188475.31,675799.93
61694,,191700.2724,675800.3135
61697,,189775.2066,675801.9891
61700,,192598.59,675804.88
61701,,190743.1821,675805.2902
61702,,191949.3703,675806.6371
61703,,189124.2781,675806.7032
61704,,188868.4555,675807.7802
61706,,190531.0945,675809.822
61708,,192571.09,675811.69
61710,,182324,675814.88
61711,,191038.0952,675817.8284
61713,,192391.8529,675819.9109
61714,,191419.9853,675822.7502
61715,,192519.3,675824.5
61716,,182897.5192,675827.0289
61717,,187516.1222,675827.3332
61718,,183167.7,675828
61719,,184258.5912,675828.7515
61720,,191826.91,675831.62
61721,,184239.1679,675831.6518
61722,,187479.7,675838.19
61723,,190973.8757,675838.3045
61724,,193949.2,675839.31
61725,,185316.0769,675839.4338
61726,,185261.9614,675841.085
61727,,182715.41,675842.62
61728,,192116.59,675842.88
61729,,192453.3453,675844.2439
61730,,192830,675846.81
61732,,184118.436,675848.8128
61734,,182158.5,675851
61736,,192266.3,675856.12
61737,,190354.2,675856.19
61738,,192402,675856.31
61740,,191741.7155,675856.6139
61741,,185100.9601,675857.3071
61742,,185896.8574,675858.1045
61743,,187395.8,675859.62
61744,,185825.5,675860.12
61745,,186574.09,675860.88
61746,,186261.2345,675861.3324
61747,,193175.1829,675862.2803
61748,,181673.91,675862.62
61749,,191297.0253,675864.4997
61750,,191711.8,675864.81
61751,,201085.41,675864.81
61752,,186334.1728,675866.5855
61755,,182057.5,675869.12
61756,,190651.3587,675869.6735
61757,,186457.9659,675869.9402
61758,,186382.6704,675870.5347
61761,,201904.8,675875.31
61762,,183178.8,675876
61763,,192272.6274,675878.8081
61766,,182496.8,675883.38
61768,,192409.9978,675885.3214
61770,,191629.4503,675886.3682
61771,,190018.1484,675887.4858
61772,,192658.59,675888.62
61774,,192129.9067,675889.7777
61776,,191165.2903,675891.1779
61778,,189337.6914,675896.6388
61779,,181959.8,675896.88
61780,,186159.5504,675897.2175
61782,,183321.5,675898.62
61783,,190556.2526,675898.8877
61785,,182728.2,675900.19
61786,,183006.2,675902.38
61787,,193519.2,675902.5
61788,,191847.0002,675903.0002
61789,,183273.337,675903.5043
61791,,190770.9647,675904.7218
61792,,186003.445,675904.9866
61793,,187497.91,675905
61794,,191311.59,675905.62
61795,,190189.7249,675908.0708
61796,,182353,675908.12
61797,,186044.6544,675908.9741
61798,,183156.7196,675911.8824
61800,,183136.3,675913.12
61801,,181620.2,675913.62
61802,,182643,675914.31
61803,,185969.4716,675917.7821
61804,,191516.41,675918.38
61805,,191794.8036,675918.6183
61806,,182966.2,675919.69
61807,,192284.2157,675919.7399
61809,,189817.842,675922.15
61810,,188344.5826,675922.2894
61811,,191345.5,675926.12
61813,,182972.59,675928
61814,,185899.1688,675928.0994
61815,,181866.09,675929.38
61816,,191992.7,675929.5
61817,,194014.9471,675931.0699
61818,,193416.2212,675932.8984
61819,,191460.4986,675933.1602
61821,,182508.41,675934.88
61824,,184254.3584,675935.7984
61825,,188283.7357,675937.2781
61828,,192930.8685,675940.1595
61829,,190150.91,675940.19
61830,,189159.1987,675942.8439
61832,,185705.8502,675944.417
61833,,187600.91,675946
61834,,190991.0984,675946.4988
61835,,192429.2,675948.81
61836,,185706.3412,675952.5176
61837,,191383.7,675954.88
61838,,193536.91,675954.88
61839,,188613.1551,675955.1571
61841,,191862.7,675958.69
61842,,193675.1073,675958.8749
61844,,190941.2985,675959.27
61846,,185887.2,675959.38
61847,,189097.2,675959.81
61848,,188200.7266,675960.0631
61849,,181765.3,675963
61850,,193321.7,675964.12
61852,,185596.331,675966.7701
61853,,187515,675968.88
61854,,185827.9011,675971.882
61855,,189032.41,675972.62
61856,,188099.1093,675972.9798
61858,,191595.7455,675974.5427
61861,,190680.033,675980.5025
61862,,201543.59,675980.81
61863,,185778.09,675982.88
61864,,186583.7191,675983.6643
61865,,183297.0776,675984.8189
61866,,192302.2,675987.12
61867,,190845.7269,675987.432
61868,,181551.9074,675987.7356
61870,,190095.9837,675989.4748
61871,,189360.2251,675991.3932
61872,,190795.9207,675991.615
61873,,185326.3634,675992.5167
61874,,201639.91,675993.19
61876,,192011.2837,675995.5682
61878,,185708.9395,675998.0563
61880,,183210.8228,676001.8821
61883,,188914.5,676004.81
61884,,190587.2236,676005.8813
61886,,188818.41,676009.62
61887,,182778.4024,676011.329
61888,,193245.3,676011.81
61889,,187802.7241,676015.0381
61890,,189371.9579,676016.0988
61891,,182746.59,676016.88
61892,,190746.3327,676016.9365
61893,,192533.3,676017.62
61894,,192879.1485,676019.6859
61895,,190694.2686,676020.3242
61896,,189243.8,676022.38
61897,,186310.0785,676023.9742
61898,,192449.2,676024.38
61899,,201550.8,676027.5
61900,,182668.7,676027.88
61901,,182927.7,676028.69
61904,,187533,676032.81
61905,,191501.5,676034.31
61906,,190676.6992,676035.9063
61907,,188311.8519,676036.6366
61908,,193675.4389,676038.6587
61909,,193347.2,676039.5
61910,,189374.3098,676040.6782
61911,,192454.2,676040.88
61912,,185070.2287,676041.1003
61913,,187698.3642,676041.2741
61915,,190599.6299,676046.8659
61916,,186077.0465,676048.9684
61917,,192168.1428,676049.3224
61918,,182535.8,676049.62
61919,,183311.284,676050.9754
61921,,188704,676054
61922,,188227.9581,676057.2423
61923,,189122.2911,676059.1983
61924,,183230.3012,676060.8265
61925,,187637.4067,676061.6084
61926,,190073.3,676061.62
61927,,191754.9375,676062.1104
61928,,185999.9302,676065.0534
61929,,183056.2,676067.62
61930,,190519.8697,676069.4107
61931,,182400.5,676070.12
61932,,189257.5754,676071.5816
61933,,192966.6184,676074.0906
61934,,191217.0467,676081.6085
61935,,192645.7,676081.62
61936,,187545.993,676082.5105
61937,,188126.41,676082.81
61938,,194072.59,676083
61939,,187001.3,676084.31
61941,,185918.0296,676085.6198
61942,,193532.41,676086.19
61943,,183318.4403,676087.1546
61944,,193431.644,676088.0265
61945,,188097.3,676088.31
61946,,182937.2,676090.31
61947,,188938.7957,676094.0736
61948,,189944.91,676094.31
61949,,189456.4634,676094.8296
61951,,187460.2414,676096.1189
61952,,182211.59,676097.12
61953,,193367.5088,676097.5308
61954,,187261.9867,676097.8082
61955,,192181.2515,676098.6833
61956,,183057.0575,676098.8754
61958,,185856.4613,676100.7588
61959,,189066.8589,676104.3724
61960,,192563.59,676104.69
61961,,192837.59,676108.38
61963,,185806.4081,676112.0012
61964,,191571.2355,676112.2349
61965,,187989.4018,676112.9057
61966,,187198.9685,676114.5058
61967,,190149.8,676115.81
61968,,192805,676117.31
61969,,186873.7,676118.62
61970,,182153.2,676120.19
61971,,187362.525,676120.9066
61972,,190332.8,676123.155
61973,,192782.8988,676123.4659
61974,,182943.3598,676125.1196
61975,,190703.91,676126.12
61976,,185739.0652,676126.5303
61977,,192477.09,676127.62
61978,,193668.91,676130.19
61979,,189274.9649,676132.928
61980,,185711.6742,676133.2527
61981,,191486.8,676137.19
61982,,193930.8,676138
61983,,191898.7,676138.12
61984,,192727.7,676138.69
61985,,185676.3524,676141.7446
61987,,189892.91,676142.81
61988,,187886.2,676145.12
61989,,201877,676146.31
61990,,185639.5,676146.62
61991,,185617.3,676148.12
61992,,191901.59,676148.69
61993,,192986.7267,676148.7032
61994,,185589.8042,676149.5842
61995,,188955.7775,676155.9021
61996,,191439.4228,676150.4294
61997,,192194.9717,676150.9615
61998,,201333.91,676151.12
61999,,184164.8302,676151.3535
62000,,182560.91,676153.38
62002,,182061.41,676154.38
62003,,187846.8,676155.81
62007,,191811,676162.81
62009,,185465.2182,676168.9727
62010,,182943,676169.81
62012,,194054.59,676170.9955
62013,,190894.0531,676171.5448
62015,,182424.09,676173.12
62016,,186693.5958,676178.1207
62017,,191752.59,676179.19
62019,,183981.6162,676180.7702
62020,,188867,676181
62021,,190207.41,676181.285
62023,,189088.745,676183.1249
62024,,191317.7206,676186.3471
62026,,189105.6649,676188.9254
62027,,189959.5,676189.62
62028,,201538.769,676190.246
62029,,181964,676191.5
62030,,191708.1215,676191.6325
62031,,192494.59,676192.69
62033,,190447.41,676203.12
62034,,191913,676194.62
62035,,188805.9224,676195.8787
62037,,191248.2685,676197.6277
62038,,190797.4983,676198.9832
62039,,190173,676200.62
62040,,185542.7,676200.69
62041,,193953.294,676201.0522
62042,,193439.0565,676202.1811
62045,,185330.141,676203.7696
62047,,190049.0144,676210.0742
62048,,192425.9258,676211.1114
62050,,191621.3,676213
62051,,188970.4616,676213.8255
62052,,192746.9767,676214.2206
62054,,201667.09,676218.38
62055,,192214.5,676219.31
62056,,194054.7358,676220.2113
62057,,201462.8,676221.31
62059,,183053.8,676222.12
62060,,187746.8767,676222.4906
62063,,188747.6522,676225.4592
62064,,191921,676226.38
62065,,192686.7,676228.5
62066,,193857.9406,676229.8057
62067,,201376.09,676231.38
62068,,193794.2262,676233.2256
62069,,188883.8894,676235.997
62070,,190254.2,676237.38
62071,,187688.0864,676238.1674
62073,,188429.7739,676240.9916
62074,,187299,676242.81
62075,,188692.4965,676243.1103
62076,,190011.7138,676244.7606
62077,,193592.825,676245.8198
62078,,182583.3,676246.38
62079,,193571.0233,676247.0898
62080,,182720,676247.12
62081,,188875.6228,676247.7792
62082,,181762.2,676248
62083,,201256.5,676248
62085,,188821.5361,676252.1324
62086,,181723.7,676252.38
62087,,192512,676252.5
62088,,187629.09,676255.19
62089,,188370.1177,676256.3624
62091,,187237.2,676257.62
62092,,193513.6193,676259.0698
62093,,190226.8,676259.12
62094,,192226.09,676260.88
62096,,188596.9452,676261.5484
62098,,194055.41,676265.69
62099,,192935.4423,676266.5056
62100,,190101,676267.19
62101,,188759.1721,676267.9391
62102,,191635.9732,676268.3772
62103,,182588.3,676270.81
62104,,185768.5514,676271.4421
62105,,182446.09,676272
62106,,189128.09,676272.38
62108,,181724.41,676274.38
62109,,183364.9537,676274.597
62110,,193926,676276.81
62112,,192518.8,676278.12
62113,,189975.7776,676278.9718
62114,,185035.41,676279.38
62115,,188280.0531,676279.3814
62117,,188697.6833,676284.2023
62118,,188732.8725,676285.9896
62119,,189474.91,676286.62
62120,,183151.6341,676293.3231
62121,,189820.41,676293.81
62122,,189439.7724,676294.7754
62123,,192847.3,676294.81
62124,,191939.4887,676295.2128
62126,,182739.2,676296.69
62127,,188650.4026,676297.2565
62128,,192237.6291,676301.9885
62130,,189003.7184,676302.1921
62131,,189135.91,676302.69
62132,,190062.59,676302.81
62135,,194420.59,676305.81
62136,,193029.9862,676306.1306
62137,,192526.5,676306.88
62138,,183051.7494,676307.1134
62139,,191538.1968,676308.4589
62140,,188608.3051,676308.8796
62141,,192773.8,676309.5
62142,,181779.5,676310.12
62144,,188157.8381,676311.5983
62145,,193512.4061,676311.7462
62146,,187415.0578,676313.4789
62148,,188063.9063,676314.7633
62149,,185569.3,676314.88
62150,,190405.9901,676315.0463
62151,,186267.868,676316.1872
62154,,186998.6882,676319.757
62155,,192719,676324.12
62156,,191083.8875,676324.2144
62159,,186248.0941,676325.7632
62160,,182938.4186,676326.7592
62162,,194404.59,676328.38
62163,,194582.1103,676330.2887
62164,,201332.59,676332.69
62166,,188554.545,676333.5491
62167,,190026.6797,676336.0119
62168,,192110.59,676338.19
62169,,188296.4322,676338.5952
62171,,192666.5902,676339.13
62173,,191656.59,676341.88
62174,,194055.09,676344.12
62176,,182026.5494,676345.8072
62177,,193589.9153,676346.2571
62180,,183167.3,676348.12
62181,,191427.7,676348.12
62182,,194512,676349
62183,,193660.9687,676349.253
62185,,188491.1298,676350.4618
62186,,183107.91,676350.81
62187,,193514.2972,676351.2767
62188,,194023.3,676352.12
62189,,192614.41,676352.19
62190,,188448.5413,676352.5471
62191,,194390.59,676354.31
62192,,183063.09,676355
62193,,191092.7358,676356.368
62194,,187948.0792,676358.7643
62195,,190119.5,676362.19
62197,,192788.8,676365.12
62198,,188753.7107,676365.6438
62199,,191559.5,676368.19
62200,,192542.7397,676371.0001
62201,,187659.2,676373.12
62202,,189869.59,676374.38
62204,,193021.2549,676375.9807
62206,,191962.5262,676378.8984
62207,,192744.5,676379.62
62208,,194287.2,676383
62209,,188366.547,676385.3531
62210,,188692.1002,676387.0544
62211,,182615.5,676388.81
62212,,192971.7777,676389.2099
62213,,188309.2693,676389.5008
62215,,183401.8,676393.38
62216,,191103.4603,676395.3392
62217,,181687.3,676396.62
62218,,182569.8,676396.81
62219,,188571.0988,676398.3743
62220,,194487.91,676398.5
62222,,187082.9089,676400.9733
62223,,190497.5931,676402.4733
62226,,193845.5159,676407.3159
62228,,190781.2653,676410.0143
62229,,192634.09,676410.38
62230,,194056.7,676410.81
62231,,192267.6769,676411.9318
62233,,191445.7,676414.81
62234,,194319.3,676415.38
62235,,192872.6514,676416.4356
62236,,188247.4223,676417.3641
62237,,191973.41,676417.62
62238,,192131,676417.88
62239,,192315.6527,676417.9046
62240,,191383.5442,676418.874
62241,,192859.0882,676420.1374
62242,,188574.41,676420.81
62244,,194542.5,676427.38
62245,,190785.3054,676428.9043
62246,,185035.0405,676431.8732
62247,,182702.91,676432.31
62248,,188188.8547,676432.3187
62249,,192807.8813,676433.2632
62250,,186962.8,676433.31
62251,,191907,676436.88
62252,,188116.1633,676438.91
62253,,193969.5,676439.12
62254,,188158.3844,676440.3948
62256,,188512.8,676440.81
62257,,191302.0524,676441.4166
62258,,193659.2149,676444.8207
62259,,191551.0787,676445.1684
62261,,194459.3976,676447.0359
62262,,182282.2,676447.81
62263,,192566.09,676450.19
62266,,191847.5,676453.38
62267,,189519.8,676454
62269,,189835.6493,676454.7301
62270,,193517.4268,676454.7617
62271,,193583.8132,676455.1441
62272,,191983.4812,676455.2573
62274,,192722.1561,676457.0757
62275,,190677.5,676461.62
62276,,186843.7,676464.69
62277,,190009.2,676465.19
62278,,188063.9035,676465.3787
62279,,182181.7,676465.38
62281,,183421,676465.62
62282,,189460.09,676468.81
62283,,191200.2405,676469.8858
62284,,191784.7,676470.12
62285,,193866,676471
62286,,191463.2,676471.19
62287,,194447.2,676472.5
62288,,187980.0656,676473.6631
62289,,188939.168,676473.7824
62290,,190799.3974,676478.2214
62291,,192935.3341,676479.8976
62292,,187686.2962,676481.8059
62293,,190678.6424,676482.1446
62295,,182079.41,676484
62297,,191402.9117,676487.3483
62298,,193514.0901,676488.1201
62299,,191992.4506,676490.6586
62300,,191695.4091,676491.8533
62301,,187919.3129,676492.0914
62305,,194301.5,676494
62308,,187947.5057,676495.6369
62310,,191078.5758,676501.2659
62311,,190806.7953,676502.5359
62313,,188275.4169,676506.3388
62314,,193976.8,676507.88
62315,,189309.2162,676508.0637
62317,,191916,676513.5
62318,,187572.9201,676513.7771
62319,,190600.6152,676514.4029
62321,,192813.2,676516.31
62322,,187823.3568,676516.3468
62323,,190055.3,676518.62
62324,,191014.5,676519.5
62325,,183237.9747,676519.8889
62326,,189946.2139,676520.6742
62327,,194569.3259,676520.8014
62328,,192494.91,676521.12
62329,,192000.1734,676521.3388
62330,,191572.1396,676522.5327
62331,,192297.8,676524.19
62333,,190692.09,676528.31
62334,,182706.91,676528.5
62335,,186595,676530
62336,,190968.553,676531.0351
62337,,192456.09,676531.38
62339,,193889.2,676534.62
62343,,181873.41,676541.38
62344,,192588.4098,676541.913
62346,,192406.3,676546.38
62347,,187745.0451,676547.0059
62349,,187703.8121,676548.3101
62350,,190616.5952,676548.6982
62352,,191780.6171,676549.1633
62354,,188187.5938,676550.9038
62355,,190896.59,676551.12
62356,,182516.2082,676551.9187
62358,,186992.5,676554.12
62361,,186494.8,676556.38
62362,,188543.91,676558.12
62363,,190641.699,676558.2753
62365,,192464.1268,676558.4245
62366,,189910.3185,676558.5951
62367,,188612.09,676558.88
62368,,187338.9305,676558.9859
62369,,182429.91,676561.12
62371,,191424.2,676562.38
62373,,193588.3745,676564.7501
62375,,193787.0497,676566.5301
62376,,191714.4876,676566.6295
62377,,193899.8833,676568.2501
62378,,190826.1628,676569.7666
62379,,183457.59,676570
62381,,190106.4485,676572.2174
62382,,188098.1839,676573.7441
62383,,187644.9676,676573.8611
62384,,187588.7594,676576.3539
62385,,194230,676577.62
62387,,186319.8178,676579.7715
62388,,194644,676580.12
62389,,192388.5,676580.38
62390,,191658.7434,676582.4898
62391,,192018.3,676582.81
62392,,181777.59,676583.81
62393,,188423.7,676585.12
62395,,188971.2402,676588.2294
62398,,186997.8443,676588.9541
62399,,192346.5,676592.12
62400,,189211.8,676592.38
62401,,182705.91,676594.38
62403,,193909.2075,676597.6021
62405,,192021.7,676599.12
62408,,187498.1095,676601.4643
